Age,Income,Gender,Spend_Score,Education,City,Purchased
39,126719,Female,6,Masters,Kolkata,1
45,143099,Female,16,High School,Delhi,0
26,98002,Male,60,Masters,Kolkata,1
43,62614,Female,12,Bachelors,Kolkata,0
26,32720,Male,75,Bachelors,Mumbai,0
32,77608,Male,3,Bachelors,Bangalore,0
27,127449,Male,63,Bachelors,Delhi,0
41,122828,Male,64,High School,Kolkata,1
59,146613,Female,62,Masters,Kolkata,0
25,92095,Female,6,PhD,Bangalore,1
41,125924,Female,19,Bachelors,Kolkata,0
33,104694,Male,18,PhD,Kolkata,1
66,116452,Female,80,PhD,Kolkata,0
43,107593,Male,87,Masters,Kolkata,0
44,55892,Male,43,PhD,Mumbai,0
54,126975,Male,73,PhD,Mumbai,0
21,97242,Male,3,High School,Chennai,1
67,136041,Male,72,PhD,Delhi,0
41,146202,Male,38,Masters,Bangalore,0
36,97606,Female,68,PhD,Chennai,0
53,143769,Female,76,Masters,Mumbai,0
56,138542,Female,44,Bachelors,Mumbai,1
27,126438,Female,95,PhD,Mumbai,1
42,20924,Male,89,PhD,Chennai,1
35,71322,Male,80,PhD,Mumbai,0
36,46478,Female,63,Bachelors,Chennai,1
53,91042,Female,42,High School,Mumbai,1
27,66418,Female,64,PhD,Kolkata,0
50,82217,Female,54,Masters,Kolkata,0
67,120699,Female,78,High School,Delhi,1
22,110140,Female,77,High School,Mumbai,0
64,100846,Female,71,High School,Delhi,1
66,93762,Female,76,PhD,Chennai,0
52,31781,Male,37,Bachelors,Delhi,0
61,25515,Male,4,Bachelors,Mumbai,1
51,137358,Male,2,PhD,Chennai,1
50,56133,Male,99,Masters,Chennai,0
38,102508,Female,44,Masters,Kolkata,1
34,117628,Male,67,Masters,Chennai,0
39,96946,Female,68,PhD,Chennai,1
65,105058,Male,76,Bachelors,Delhi,1
54,29095,Female,83,PhD,Chennai,1
32,108583,Female,74,Bachelors,Bangalore,0
52,40470,Male,62,High School,Kolkata,0
45,63129,Male,1,PhD,Kolkata,1
24,28531,Female,17,Bachelors,Chennai,0
49,57038,Female,16,High School,Delhi,0
28,107939,Female,9,High School,Kolkata,1
27,62674,Male,53,PhD,Kolkata,0
26,147572,Male,73,Bachelors,Bangalore,0
31,114658,Female,59,High School,Chennai,0
30,102476,Male,9,PhD,Kolkata,0
42,49831,Female,12,High School,Kolkata,0
19,77174,Male,41,Masters,Kolkata,1
52,31279,Male,15,PhD,Kolkata,0
24,58220,Male,66,High School,Delhi,0
38,80610,Male,75,PhD,Mumbai,1
35,72719,Male,11,PhD,Bangalore,1
20,144936,Female,8,Bachelors,Delhi,1
59,73051,Female,55,Bachelors,Bangalore,0
56,92013,Male,96,High School,Kolkata,1
58,76652,Female,6,PhD,Bangalore,0
66,85524,Female,53,PhD,Chennai,0
28,102936,Male,20,Masters,Chennai,0
56,26470,Female,39,PhD,Mumbai,0
41,87598,Male,99,Bachelors,Mumbai,0
63,61798,Female,72,PhD,Bangalore,1
36,144517,Female,34,Bachelors,Delhi,0
21,73473,Female,57,Masters,Delhi,1
43,39880,Female,19,High School,Kolkata,0
55,120117,Female,71,Bachelors,Delhi,0
59,64439,Female,31,High School,Mumbai,0
49,140944,Female,82,High School,Delhi,1
56,34308,Male,40,High School,Kolkata,1
62,111563,Male,14,High School,Chennai,1
63,116256,Male,81,Bachelors,Delhi,1
53,55081,Male,37,Masters,Delhi,1
57,95242,Female,44,PhD,Mumbai,1
54,70383,Female,9,Bachelors,Bangalore,1
50,29837,Female,58,Masters,Chennai,0
53,124135,Male,20,PhD,Bangalore,0
20,72151,Male,92,High School,Kolkata,0
26,138128,Male,50,PhD,Kolkata,0
25,56824,Female,20,PhD,Bangalore,0
50,53073,Male,36,Masters,Mumbai,0
23,132651,Female,27,PhD,Mumbai,0
58,117624,Male,72,High School,Mumbai,0
56,113648,Female,32,Bachelors,Chennai,1
21,46299,Male,1,Bachelors,Kolkata,0
30,119993,Female,17,Masters,Kolkata,0
66,78861,Male,9,High School,Kolkata,1
19,50063,Male,84,High School,Chennai,0
22,89453,Female,45,PhD,Kolkata,0
61,141768,Female,96,Masters,Bangalore,0
44,143299,Male,66,High School,Delhi,0
49,88472,Female,32,High School,Chennai,0
38,122166,Male,45,High School,Delhi,0
25,34506,Female,9,Bachelors,Bangalore,0
55,114341,Male,30,Bachelors,Mumbai,1
25,99854,Female,84,Bachelors,Mumbai,0
67,133604,Male,38,PhD,Mumbai,1
20,46026,Male,60,PhD,Chennai,0
61,47672,Male,1,PhD,Mumbai,0
20,58417,Female,5,High School,Chennai,1
39,72413,Male,63,Bachelors,Chennai,0
23,144044,Female,99,High School,Delhi,1
19,85066,Female,36,High School,Mumbai,0
40,79213,Female,65,Masters,Kolkata,1
61,70971,Male,78,High School,Mumbai,0
19,47281,Female,73,PhD,Mumbai,0
55,133978,Female,94,Bachelors,Mumbai,1
34,48091,Female,24,Bachelors,Kolkata,1
52,70494,Male,4,High School,Kolkata,0
51,123864,Female,78,PhD,Chennai,1
40,133755,Female,89,PhD,Kolkata,0
47,38610,Female,68,PhD,Chennai,0
69,21079,Female,25,Bachelors,Delhi,0
25,115386,Male,74,PhD,Chennai,1
39,66751,Male,99,PhD,Mumbai,1
61,106126,Female,7,High School,Bangalore,0
53,75432,Female,13,Masters,Bangalore,0
22,50951,Female,68,PhD,Mumbai,1
30,100863,Female,43,High School,Chennai,0
46,98291,Male,57,High School,Mumbai,0
48,145659,Male,36,PhD,Kolkata,0
64,79872,Male,14,Masters,Chennai,0
33,27235,Male,82,Bachelors,Mumbai,0
59,102733,Female,72,Masters,Kolkata,0
47,82712,Female,96,PhD,Kolkata,1
33,41473,Male,27,Masters,Chennai,1
29,87567,Male,37,High School,Delhi,0
34,126818,Female,87,High School,Delhi,0
33,145849,Female,71,Masters,Kolkata,0
29,127399,Female,76,Bachelors,Delhi,0
25,144421,Female,25,Masters,Kolkata,1
37,99823,Female,67,PhD,Delhi,1
20,124215,Male,90,Bachelors,Kolkata,1
33,129999,Male,4,Masters,Kolkata,1
47,52230,Female,79,Masters,Kolkata,0
62,104573,Female,96,Bachelors,Kolkata,0
40,112588,Male,93,Masters,Bangalore,1
45,88876,Female,74,PhD,Delhi,1
68,60644,Male,85,High School,Kolkata,0
57,68664,Male,16,PhD,Mumbai,0
22,65203,Male,19,Masters,Chennai,1
37,86677,Male,29,High School,Mumbai,0
57,45425,Female,51,Bachelors,Mumbai,1
61,143246,Female,18,PhD,Bangalore,1
18,104817,Male,58,Bachelors,Delhi,0
47,127585,Female,44,High School,Bangalore,1
38,105961,Female,16,Masters,Delhi,1
37,120342,Female,65,High School,Kolkata,1
23,145740,Female,2,High School,Bangalore,0
39,117649,Male,56,Bachelors,Chennai,0
35,89806,Female,79,PhD,Delhi,0
25,62814,Male,28,High School,Bangalore,0
56,90219,Male,65,Masters,Chennai,0
49,69646,Female,5,High School,Mumbai,0
50,59884,Male,22,Bachelors,Kolkata,1
33,115345,Female,13,PhD,Kolkata,0
29,146062,Female,65,Masters,Mumbai,0
55,120088,Male,16,Bachelors,Bangalore,0
69,138198,Female,86,High School,Mumbai,1
51,89322,Male,64,High School,Chennai,1
31,41650,Male,32,PhD,Delhi,0
53,114242,Female,80,Bachelors,Bangalore,1
50,29190,Female,51,Bachelors,Delhi,0
40,58196,Female,79,PhD,Mumbai,0
67,59449,Male,58,Masters,Kolkata,1
62,59661,Female,46,Bachelors,Delhi,1
19,49709,Male,52,PhD,Delhi,0
58,130965,Male,63,Bachelors,Kolkata,1
38,100428,Female,76,PhD,Delhi,1
19,95179,Female,60,High School,Delhi,0
44,29943,Female,65,High School,Kolkata,0
26,63240,Male,81,Bachelors,Kolkata,0
18,65760,Female,55,Bachelors,Mumbai,0
28,41042,Male,57,High School,Mumbai,0
20,141770,Female,92,Masters,Delhi,1
69,63894,Female,71,PhD,Bangalore,0
40,26869,Male,73,Masters,Mumbai,1
43,81078,Male,86,Masters,Mumbai,0
21,76759,Female,26,Masters,Bangalore,0
35,125973,Female,12,High School,Bangalore,0
23,64306,Female,71,Bachelors,Kolkata,0
52,128369,Female,46,Masters,Mumbai,0
39,75371,Female,47,High School,Chennai,1
60,40918,Male,79,PhD,Chennai,1
32,48379,Male,38,Bachelors,Delhi,0
39,140667,Male,21,PhD,Mumbai,1
54,128475,Male,14,Masters,Chennai,0
69,110810,Female,2,Bachelors,Mumbai,0
59,103232,Male,72,Masters,Mumbai,0
29,22962,Male,70,Bachelors,Chennai,1
64,33851,Male,33,Masters,Mumbai,0
66,137626,Female,6,PhD,Bangalore,0
59,65747,Male,90,PhD,Delhi,0
55,145180,Female,37,Masters,Kolkata,1
35,72349,Male,14,Bachelors,Chennai,1
62,90832,Female,37,PhD,Kolkata,1
52,76356,Male,8,Bachelors,Delhi,1
47,34745,Female,77,Bachelors,Bangalore,0
41,25730,Male,13,PhD,Bangalore,1
59,33921,Female,40,High School,Bangalore,1
47,118430,Female,92,High School,Bangalore,0
31,91138,Male,58,Bachelors,Chennai,0
23,103111,Female,18,PhD,Chennai,0
20,39023,Female,57,High School,Mumbai,0
33,65349,Male,83,Masters,Mumbai,1
24,146796,Male,38,Bachelors,Delhi,0
69,101533,Female,32,High School,Mumbai,0
31,103286,Male,86,PhD,Delhi,1
26,61979,Male,66,PhD,Delhi,0
32,42837,Male,77,Bachelors,Delhi,0
38,34997,Female,87,PhD,Bangalore,1
52,124975,Female,25,Masters,Kolkata,0
19,108603,Female,92,Masters,Kolkata,1
44,65039,Female,58,High School,Chennai,0
19,147394,Female,75,PhD,Delhi,0
52,40923,Female,33,Masters,Bangalore,0
35,28876,Female,88,Bachelors,Mumbai,0
31,80973,Male,66,PhD,Mumbai,1
37,22887,Female,30,High School,Chennai,1
35,83723,Female,81,Bachelors,Chennai,1
27,62422,Male,34,Bachelors,Delhi,0
42,122390,Male,86,Bachelors,Delhi,1
19,71413,Male,69,Masters,Mumbai,1
42,122484,Female,48,Bachelors,Mumbai,0
50,22841,Male,40,Masters,Mumbai,1
53,144647,Female,51,Bachelors,Mumbai,0
48,48756,Female,80,Masters,Kolkata,0
31,91576,Female,13,PhD,Delhi,1
18,138248,Male,90,Masters,Delhi,1
63,30304,Male,31,Masters,Mumbai,0
33,50341,Female,39,PhD,Bangalore,0
63,24758,Female,63,Bachelors,Mumbai,1
69,37010,Female,48,PhD,Chennai,1
20,147039,Male,87,Bachelors,Bangalore,0
52,80758,Female,48,Masters,Chennai,0
58,51658,Male,61,Bachelors,Bangalore,0
23,69002,Female,12,Masters,Chennai,1
42,123318,Male,78,Bachelors,Mumbai,0
30,21375,Female,56,Masters,Mumbai,0
51,119485,Male,18,Masters,Bangalore,0
25,42092,Male,27,High School,Chennai,1
38,20490,Male,28,Bachelors,Kolkata,1
51,23729,Male,82,Bachelors,Bangalore,1
21,25974,Male,80,High School,Bangalore,0
42,138222,Male,52,Masters,Delhi,0
32,105216,Female,16,Masters,Bangalore,1
21,103860,Female,77,High School,Kolkata,1
62,147288,Female,58,High School,Mumbai,1
29,116870,Female,93,PhD,Chennai,1
49,41398,Male,9,Masters,Delhi,1
49,54650,Female,26,PhD,Chennai,1
45,41292,Male,28,Bachelors,Mumbai,1
30,121291,Male,77,PhD,Bangalore,1
48,123889,Male,36,High School,Kolkata,0
31,23159,Female,9,High School,Delhi,0
37,118162,Male,47,High School,Kolkata,1
35,82766,Female,78,High School,Kolkata,0
46,114887,Female,51,PhD,Kolkata,1
23,122834,Female,76,PhD,Kolkata,0
49,37065,Female,57,PhD,Mumbai,0
46,41638,Female,32,High School,Kolkata,0
60,21073,Male,67,High School,Kolkata,0
19,66511,Male,57,Masters,Mumbai,0
40,104307,Female,54,Masters,Chennai,0
36,145274,Male,16,High School,Mumbai,1
48,120997,Female,62,Masters,Bangalore,0
68,127866,Male,84,Bachelors,Mumbai,0
22,49320,Male,96,Bachelors,Chennai,0
36,89876,Male,56,High School,Bangalore,1
51,54924,Male,23,PhD,Bangalore,1
27,101720,Male,17,Bachelors,Delhi,1
42,60734,Male,80,Bachelors,Kolkata,0
19,88116,Male,38,PhD,Bangalore,0
28,60025,Male,72,Masters,Bangalore,1
67,114503,Male,83,PhD,Chennai,1
48,22159,Male,30,Masters,Bangalore,0
32,68940,Male,58,Masters,Chennai,0
26,99436,Male,98,PhD,Kolkata,0
40,96976,Male,78,Masters,Delhi,0
36,34678,Female,22,Bachelors,Delhi,1
26,81075,Male,17,High School,Kolkata,0
52,67204,Male,15,Masters,Kolkata,0
38,32021,Male,48,Bachelors,Mumbai,0
26,26772,Male,32,PhD,Bangalore,1
45,87163,Male,77,Masters,Bangalore,1
63,129968,Male,85,Bachelors,Bangalore,1
68,93755,Female,40,Masters,Chennai,0
24,43464,Female,97,PhD,Mumbai,1
33,71137,Female,57,High School,Bangalore,0
33,50232,Male,58,Masters,Chennai,0
50,81497,Male,91,High School,Chennai,0
21,128017,Male,99,Masters,Delhi,0
21,94024,Female,16,Masters,Chennai,0
56,120485,Male,28,PhD,Kolkata,1
57,129898,Male,98,Masters,Chennai,0
34,71448,Female,1,Bachelors,Kolkata,0
54,125468,Female,41,Bachelors,Kolkata,0
56,104517,Male,48,High School,Delhi,0
69,20901,Male,31,High School,Delhi,0
46,107980,Male,36,Bachelors,Chennai,0
69,127594,Male,33,High School,Delhi,0
53,103597,Female,33,High School,Delhi,0
55,22881,Male,82,Bachelors,Bangalore,0
56,49863,Male,23,Bachelors,Chennai,0
67,131362,Female,60,Bachelors,Chennai,0
54,25622,Male,87,PhD,Chennai,0
69,142740,Male,79,PhD,Delhi,0
52,21378,Female,90,Bachelors,Delhi,1
24,103168,Female,30,Masters,Kolkata,0
44,113847,Male,89,Bachelors,Mumbai,0
45,91186,Female,45,PhD,Mumbai,1
39,65201,Female,80,High School,Mumbai,1
31,140767,Male,39,Masters,Bangalore,1
24,127760,Female,45,Masters,Delhi,1
54,79251,Male,78,High School,Kolkata,0
39,92572,Male,81,Masters,Kolkata,0
22,59255,Male,12,High School,Mumbai,1
19,83212,Male,93,PhD,Bangalore,1
44,70210,Female,32,Masters,Bangalore,1
38,145629,Male,56,Masters,Mumbai,1
55,136736,Male,24,High School,Mumbai,0
32,42499,Male,13,High School,Delhi,0
38,122552,Male,20,PhD,Bangalore,1
27,71628,Female,79,High School,Kolkata,1
40,81360,Female,56,High School,Mumbai,1
56,24603,Female,53,PhD,Delhi,1
22,113309,Male,68,Bachelors,Kolkata,0
18,147466,Female,54,Bachelors,Bangalore,0
30,105473,Female,34,High School,Mumbai,1
38,32632,Male,28,PhD,Mumbai,0
43,50607,Female,50,Bachelors,Delhi,0
67,111873,Male,2,PhD,Delhi,0
62,85756,Female,94,High School,Bangalore,0
38,66994,Female,26,High School,Mumbai,0
35,83382,Female,51,PhD,Delhi,1
54,90354,Female,47,Masters,Mumbai,0
62,76344,Male,26,High School,Bangalore,0
49,73775,Male,84,High School,Mumbai,1
53,27349,Female,92,High School,Kolkata,0
34,91154,Male,84,High School,Mumbai,1
52,47464,Female,75,PhD,Chennai,0
66,62624,Female,74,PhD,Chennai,1
28,141897,Female,61,PhD,Bangalore,0
38,146866,Female,23,PhD,Bangalore,0
69,57344,Female,37,Masters,Bangalore,1
43,145857,Female,41,PhD,Kolkata,1
21,103791,Male,52,PhD,Kolkata,0
51,44299,Male,83,High School,Mumbai,1
69,67975,Female,82,Masters,Delhi,0
65,21462,Male,49,High School,Chennai,1
35,140209,Female,27,Masters,Chennai,0
57,101441,Male,6,Bachelors,Chennai,0
52,110456,Male,74,Masters,Mumbai,0
58,101788,Male,66,Masters,Mumbai,0
46,126540,Female,24,High School,Bangalore,0
69,60581,Male,38,Masters,Delhi,0
46,120372,Female,28,Masters,Bangalore,0
55,91289,Female,28,High School,Mumbai,0
59,125541,Female,66,Bachelors,Kolkata,0
38,34175,Male,61,Bachelors,Bangalore,1
59,141704,Male,46,Bachelors,Mumbai,0
30,26191,Male,69,Masters,Mumbai,1
66,103434,Female,75,High School,Kolkata,1
58,104518,Female,74,Bachelors,Kolkata,1
34,100158,Male,43,Bachelors,Kolkata,1
26,86537,Female,59,Bachelors,Delhi,0
58,135721,Male,2,Bachelors,Mumbai,0
18,67645,Male,15,High School,Kolkata,0
19,128536,Male,37,Bachelors,Delhi,0
65,43283,Male,71,Masters,Chennai,1
46,143153,Female,20,Masters,Chennai,0
50,106971,Male,98,High School,Chennai,0
27,112759,Male,35,PhD,Mumbai,1
67,79123,Male,34,Bachelors,Delhi,0
57,122780,Male,86,Bachelors,Delhi,0
38,50024,Male,31,Masters,Chennai,0
45,69630,Male,87,High School,Bangalore,1
28,50734,Male,19,PhD,Chennai,1
51,20515,Female,68,Masters,Mumbai,0
25,130782,Female,24,PhD,Chennai,0
39,86727,Female,84,High School,Chennai,0
25,117800,Female,39,High School,Delhi,0
66,129164,Male,92,High School,Chennai,1
32,66216,Female,54,Masters,Kolkata,0
34,91833,Female,39,High School,Kolkata,0
40,78755,Female,17,Masters,Bangalore,1
41,47856,Male,19,Masters,Mumbai,1
62,134959,Female,48,Bachelors,Mumbai,1
36,93870,Female,35,Masters,Delhi,0
22,44162,Male,32,Masters,Mumbai,0
49,26008,Female,47,Bachelors,Bangalore,0
61,27987,Male,47,PhD,Kolkata,1
18,82532,Female,64,Bachelors,Delhi,0
40,116502,Male,46,Bachelors,Kolkata,1
54,23332,Female,35,High School,Bangalore,1
25,86323,Female,94,High School,Delhi,0
30,58990,Female,17,Bachelors,Chennai,0
25,29873,Male,42,High School,Mumbai,1
40,102542,Female,29,Bachelors,Bangalore,1
60,105761,Male,70,High School,Delhi,1
18,56444,Male,17,Masters,Kolkata,0
62,55340,Male,81,High School,Delhi,0
68,125219,Male,14,High School,Chennai,1
41,25033,Female,24,Masters,Bangalore,1
52,93324,Female,57,Bachelors,Delhi,0
41,35689,Female,50,High School,Bangalore,0
34,129756,Male,57,High School,Bangalore,1
22,107134,Female,61,Masters,Kolkata,0
37,123016,Male,39,Masters,Mumbai,1
38,115239,Male,55,Masters,Chennai,0
57,20066,Male,96,PhD,Delhi,1
48,134159,Female,36,Masters,Mumbai,1
63,65246,Female,37,Bachelors,Kolkata,0
53,27533,Male,14,High School,Mumbai,1
28,100639,Female,27,High School,Bangalore,1
69,90152,Female,83,PhD,Bangalore,1
32,131581,Male,31,High School,Chennai,0
36,135828,Male,73,High School,Delhi,1
24,79658,Female,81,Bachelors,Delhi,1
68,58498,Male,83,High School,Kolkata,0
45,129028,Male,44,Bachelors,Chennai,1
68,31772,Female,68,PhD,Delhi,0
60,109385,Female,48,Bachelors,Bangalore,0
22,69036,Male,57,Masters,Chennai,0
22,78531,Female,75,Masters,Mumbai,0
47,139159,Male,22,PhD,Chennai,1
49,32940,Male,4,High School,Chennai,1
25,138027,Female,81,Bachelors,Delhi,0
27,36932,Male,72,Masters,Kolkata,1
55,115305,Male,46,Bachelors,Kolkata,0
64,76827,Male,59,Masters,Delhi,0
49,81431,Female,34,Bachelors,Delhi,0
65,44648,Female,11,High School,Delhi,0
45,132947,Female,31,PhD,Kolkata,0
34,52966,Male,11,High School,Delhi,1
48,47777,Male,56,Bachelors,Mumbai,0
25,144661,Female,38,Masters,Mumbai,0
57,52567,Female,21,Masters,Bangalore,0
42,135259,Female,94,PhD,Mumbai,0
26,37174,Male,10,High School,Chennai,1
19,62598,Female,26,High School,Bangalore,0
32,144711,Male,91,High School,Mumbai,1
67,79199,Female,8,Masters,Chennai,0
20,33798,Male,8,PhD,Mumbai,1
66,85364,Male,60,Masters,Chennai,0
53,37558,Female,72,High School,Delhi,1
21,81084,Male,34,Bachelors,Chennai,0
31,64237,Female,16,Masters,Delhi,0
58,85497,Male,13,PhD,Chennai,1
58,20178,Male,87,High School,Chennai,1
42,136932,Female,76,Bachelors,Mumbai,0
67,106006,Male,91,Masters,Chennai,1
27,37118,Female,22,Bachelors,Mumbai,1
38,42616,Female,96,Bachelors,Chennai,0
53,20798,Female,27,PhD,Kolkata,0
29,27601,Male,64,Masters,Bangalore,0
44,45363,Male,2,PhD,Mumbai,0
57,22795,Male,97,High School,Mumbai,1
19,117462,Female,26,Bachelors,Delhi,0
30,65264,Female,92,PhD,Kolkata,0
49,122892,Male,83,PhD,Delhi,1
48,92833,Male,69,High School,Kolkata,0
33,149688,Female,97,Masters,Kolkata,1
49,23084,Male,84,PhD,Chennai,1
49,115865,Female,30,Bachelors,Delhi,1
51,96646,Male,8,Bachelors,Bangalore,1
28,20731,Female,38,Bachelors,Kolkata,0
27,21129,Male,61,Bachelors,Kolkata,0
32,48022,Male,81,PhD,Mumbai,0
34,21605,Female,65,Bachelors,Chennai,0
57,97506,Female,67,PhD,Bangalore,1
35,129241,Female,46,Masters,Kolkata,0
26,64130,Male,90,Bachelors,Mumbai,1
42,49265,Female,95,Masters,Delhi,1
57,52330,Female,72,PhD,Kolkata,0
31,88469,Male,43,High School,Mumbai,0
42,35187,Female,59,Masters,Delhi,0
67,45791,Female,46,Bachelors,Chennai,1
39,110436,Female,72,High School,Delhi,1
69,90610,Male,35,Masters,Kolkata,0
47,132341,Male,39,PhD,Bangalore,0
37,111962,Male,92,PhD,Delhi,0
38,59867,Female,51,PhD,Bangalore,1
61,136178,Male,4,Masters,Bangalore,0
49,20893,Female,80,PhD,Delhi,0
68,119694,Female,77,Masters,Chennai,1
63,39773,Female,84,Bachelors,Delhi,1
66,24239,Male,51,Bachelors,Mumbai,1
38,40863,Male,5,Masters,Bangalore,0
52,71415,Female,55,Masters,Kolkata,1
49,88968,Female,20,High School,Bangalore,0
47,120675,Male,24,PhD,Kolkata,0
56,80430,Male,36,Bachelors,Mumbai,0
66,139000,Male,34,Bachelors,Mumbai,0
29,21515,Female,54,High School,Mumbai,0
58,117206,Male,34,Masters,Delhi,1
64,134210,Male,83,Masters,Bangalore,0
35,124630,Male,17,High School,Kolkata,1
38,34605,Female,5,PhD,Mumbai,0
30,76240,Male,89,Masters,Mumbai,0
38,25586,Female,18,Masters,Kolkata,1
25,121221,Female,55,PhD,Bangalore,1
63,140419,Female,53,PhD,Bangalore,0
57,142374,Male,50,High School,Kolkata,1
63,134205,Male,72,High School,Chennai,0
24,51186,Male,91,High School,Bangalore,1
40,46928,Female,79,Masters,Kolkata,0
61,118264,Male,45,High School,Kolkata,1
49,103087,Female,13,Masters,Mumbai,0
28,142990,Male,16,Bachelors,Kolkata,1
39,107029,Male,86,PhD,Delhi,1
39,40711,Male,84,PhD,Mumbai,0
60,74962,Male,13,Bachelors,Mumbai,1
42,40039,Female,20,High School,Bangalore,0
39,56561,Female,66,Masters,Chennai,0
45,95483,Female,99,Masters,Bangalore,1
46,117871,Female,47,Masters,Delhi,0
30,101395,Male,19,PhD,Mumbai,0
35,108658,Female,45,High School,Mumbai,0
19,21577,Female,37,Masters,Kolkata,1
46,127792,Female,54,Masters,Chennai,0
38,48350,Male,6,Masters,Chennai,0
32,136908,Female,14,Bachelors,Kolkata,1
69,127468,Female,4,Masters,Delhi,1
44,53798,Male,86,Bachelors,Chennai,1
67,117434,Male,55,Masters,Mumbai,1
48,101417,Female,34,Masters,Delhi,1
32,30785,Female,27,Masters,Bangalore,0
68,92227,Male,7,Bachelors,Bangalore,0
40,138680,Female,3,Masters,Delhi,1
41,81957,Male,47,High School,Mumbai,1
61,85431,Female,97,Masters,Bangalore,1
30,37297,Female,2,Bachelors,Mumbai,0
39,91894,Female,80,Bachelors,Kolkata,0
60,136869,Female,25,High School,Chennai,1
54,83772,Female,60,PhD,Delhi,1
50,39581,Male,79,High School,Chennai,1
20,75192,Male,24,High School,Kolkata,0
36,21462,Female,15,Bachelors,Bangalore,0
40,148848,Female,95,Masters,Mumbai,1
46,84173,Female,14,Masters,Mumbai,1
47,35511,Male,54,PhD,Kolkata,0
56,96106,Male,78,PhD,Delhi,0
61,68665,Male,6,PhD,Chennai,1
64,64414,Male,78,PhD,Bangalore,1
42,101010,Male,81,High School,Delhi,0
54,92573,Male,18,High School,Kolkata,0
64,113665,Male,20,Masters,Kolkata,0
25,127803,Male,62,High School,Mumbai,0
59,139682,Female,81,Masters,Bangalore,1
33,33386,Male,80,Masters,Delhi,0
25,144069,Male,40,Masters,Mumbai,1
18,74460,Male,39,Masters,Bangalore,1
61,26221,Male,52,Bachelors,Chennai,0
22,43474,Female,32,Masters,Chennai,0
20,126073,Male,73,High School,Mumbai,0
18,135375,Female,27,High School,Delhi,0
21,132660,Female,52,High School,Bangalore,0
57,41045,Female,97,High School,Chennai,1
52,111319,Male,63,Bachelors,Chennai,1
49,136582,Male,74,PhD,Delhi,1
59,125693,Male,63,PhD,Mumbai,1
51,24922,Female,17,Masters,Kolkata,1
60,131943,Female,49,Masters,Bangalore,1
42,42706,Female,81,High School,Chennai,0
27,62771,Female,82,High School,Kolkata,1
38,72335,Male,23,PhD,Delhi,0
63,118015,Male,98,PhD,Mumbai,0
56,72949,Male,72,High School,Bangalore,0
44,90714,Female,13,Masters,Delhi,1
44,115558,Female,23,Bachelors,Mumbai,1
19,35240,Male,57,Bachelors,Delhi,1
58,111756,Male,62,PhD,Chennai,1
65,122272,Female,54,PhD,Chennai,0
30,22716,Male,20,PhD,Kolkata,1
26,36574,Male,86,Bachelors,Delhi,1
69,131815,Female,52,Bachelors,Chennai,1
53,103255,Female,23,High School,Mumbai,0
39,93717,Female,35,Masters,Kolkata,0
59,131299,Male,67,PhD,Bangalore,1
43,64066,Female,34,High School,Delhi,0
29,135066,Male,33,Bachelors,Chennai,1
34,81826,Male,46,High School,Mumbai,0
31,40213,Female,81,Bachelors,Delhi,1
31,91916,Male,45,Masters,Mumbai,0
51,86151,Female,19,Bachelors,Kolkata,1
37,148518,Female,94,High School,Chennai,0
28,137018,Male,87,Masters,Chennai,1
33,149024,Male,15,Bachelors,Kolkata,0
68,70906,Female,78,PhD,Mumbai,1
48,20463,Female,66,Bachelors,Delhi,1
23,51973,Female,39,Masters,Mumbai,0
36,94694,Female,18,High School,Delhi,1
54,40651,Female,70,Masters,Kolkata,0
21,88694,Female,59,High School,Bangalore,0
64,40008,Male,32,Bachelors,Delhi,0
21,131738,Male,21,Bachelors,Chennai,1
37,90474,Male,40,Masters,Chennai,0
27,58185,Male,92,PhD,Chennai,0
41,107924,Female,27,Bachelors,Mumbai,1
52,94417,Male,2,PhD,Mumbai,1
43,145502,Male,97,PhD,Mumbai,0
54,91139,Female,80,Masters,Chennai,1
55,54980,Male,39,Bachelors,Delhi,1
38,42504,Female,86,PhD,Chennai,0
57,74970,Female,56,Bachelors,Delhi,1
56,36766,Female,13,High School,Mumbai,0
38,136944,Female,56,PhD,Bangalore,1
27,113922,Female,66,Masters,Mumbai,0
55,31695,Male,78,Masters,Kolkata,1
63,37796,Male,56,PhD,Delhi,0
21,62543,Male,28,Bachelors,Bangalore,1
62,34559,Female,64,High School,Mumbai,0
37,124450,Male,71,High School,Bangalore,0
34,53139,Male,82,Masters,Chennai,0
24,140494,Male,64,Masters,Delhi,1
21,123869,Male,56,Bachelors,Kolkata,0
46,28802,Female,41,Masters,Chennai,0
31,93843,Male,41,Bachelors,Bangalore,0
20,60205,Female,4,PhD,Mumbai,1
41,118750,Female,57,High School,Delhi,0
54,54159,Male,30,PhD,Kolkata,1
33,31516,Female,88,Masters,Mumbai,0
69,70492,Female,84,High School,Kolkata,0
21,49086,Female,46,High School,Delhi,0
41,133758,Female,56,PhD,Bangalore,1
51,50480,Female,31,Bachelors,Kolkata,0
47,72091,Female,88,High School,Delhi,0
35,148023,Female,7,Bachelors,Kolkata,0
36,130195,Male,90,PhD,Mumbai,1
48,67766,Male,77,PhD,Kolkata,0
36,58737,Female,54,Bachelors,Mumbai,1
66,29265,Female,8,PhD,Mumbai,0
63,134165,Male,55,High School,Delhi,0
36,139501,Male,69,PhD,Chennai,0
